sample,rtt_us
1870,2756.300
1871,2666.600
1872,3573.600
1873,2948.200
1874,2678.300
1875,2693.400
1876,6051.800
1877,3834.200
1878,2765.400
1879,3663.100
1880,2565.600
1881,6404.900
1882,6138.100
1883,2836.600
1884,2685.200
1885,2800.300
1886,3096.200
1887,3190.200
1888,3657.100
1889,3728.700
1890,2796.000
1891,3370.700
1892,9064.400
1893,2990.300
1894,2845.300
1895,5242.800
1896,3840.400
1897,5154.900
1898,6147.800
1899,7193.000
1900,12107.700
1901,4259.500
1902,7945.400
1903,3251.600
1904,8632.900
1905,3844.500
1906,3004.400
1907,4643.800
1908,4502.500
1909,5388.100
1910,4437.700
1911,3053.100
1912,2681.900
1913,2754.600
1914,2788.800
1915,4240.100
1916,4848.200
1917,2678.400
1918,6359.900
1919,2826.400
1920,2869.300
1921,3755.900
1922,6748.500
1923,4939.800
1924,5130.700
1925,4133.000
1926,2938.900
1927,3201.800
1928,2621.600
1929,6072.700
1930,3260.300
1931,7784.900
1932,3398.300
1933,2655.300
1934,2590.200
1935,6912.600
1936,2711.500
1937,2744.000
1938,2830.200
1939,2791.600
1940,4674.900
1941,10873.900
1942,9009.500
1943,3600.000
1944,6361.700
1945,3864.400
1946,3462.400
1947,4244.300
1948,4774.600
1949,3792.100
1950,2905.300
1951,3238.300
1952,8703.400
1953,3990.600
1954,3478.000
1955,2778.900
1956,2733.300
1957,4142.900
1958,2944.200
1959,3879.500
1960,10070.100
1961,3409.100
1962,2699.900
1963,3677.200
1964,2771.900
1965,2584.000
1966,4564.900
1967,4027.500
1968,3620.300
1969,6940.100
1970,2578.100
1971,7042.100
1972,2991.500
1973,3047.100
1974,2617.800
1975,2724.100
1976,6563.900
1977,3434.000
1978,4355.200
1979,5645.600
1980,2584.200
1981,2666.100
1982,2827.200
1983,2682.800
1984,3547.600
1985,3854.400
1986,2646.700
1987,3335.600
1988,3699.600
1989,2891.700
1990,2668.100
1991,7970.100
1992,2877.400
1993,10102.100
1994,5802.400
1995,2786.900
1996,3124.600
1997,2809.600
1998,2710.400
1999,12900.600
