sample,rtt_us
1603,17804.100
1604,19247.000
1605,21212.700
1606,15857.000
1607,5208.700
1608,25900.000
1609,4851.200
1610,51337.700
1611,5056.700
1612,24923.400
1613,6984.100
1614,4449.800
1615,30947.400
1616,24168.500
1617,25878.000
1618,5476.700
1619,10050.700
1620,8082.000
1621,8878.600
1622,10483.000
1623,13452.700
1624,6741.800
1625,5443.700
1626,3837.800
1627,3739.700
1628,19939.200
1629,4913.700
1630,6993.000
1631,27851.600
1632,12594.000
1633,12167.200
1634,4676.900
1635,4169.600
1636,31129.700
1637,4053.600
1638,4020.200
1639,5944.400
1640,5703.100
1641,5528.500
1642,18863.000
1643,11996.900
1644,14901.400
1645,4750.800
1646,22987.300
1647,26036.800
1648,25059.400
1649,14923.500
1650,5773.000
1651,20257.800
1652,14008.300
1653,13246.400
1654,8982.000
1655,19585.900
1656,14654.700
1657,18387.500
1658,9994.400
1659,10959.700
1660,5283.500
1661,8569.100
1662,8629.700
1663,17173.000
1664,10999.600
1665,28582.000
1666,20780.600
1667,13240.000
1668,8268.900
1669,4601.700
1670,6156.800
1671,5401.100
1672,7196.100
1673,5995.700
1674,25854.300
1675,13699.300
1676,5322.300
1677,3707.700
1678,3950.700
1679,7672.500
1680,16101.500
1681,9536.000
1682,13772.700
1683,19160.200
1684,16488.000
1685,9018.100
1686,18507.200
1687,7180.200
1688,11836.800
1689,13131.900
1690,11786.900
1691,33504.000
1692,14068.300
1693,13852.300
1694,7967.100
1695,23834.300
1696,8207.900
1697,15112.200
1698,32405.500
1699,16506.700
1700,18670.100
1701,20347.500
1702,26093.800
1703,21746.700
1704,13442.500
1705,6477.000
1706,10643.800
1707,15489.000
1708,5125.000
1709,6668.300
1710,205564.900
1711,4723.300
1712,8117.400
1713,8105.700
1714,25193.300
1715,13639.300
1716,19452.600
1717,5496.200
1718,19735.800
1719,13056.200
1720,10635.100
1721,7203.800
1722,13079.900
1723,9960.000
1724,15686.000
1725,10949.500
1726,7045.700
1727,8892.300
1728,12507.200
1729,7164.900
1730,4269.100
1731,4559.700
1732,11613.800
1733,16211.300
1734,4558.400
1735,27101.300
1736,13439.500
1737,3968.500
1738,5678.000
1739,13282.700
1740,9599.500
1741,13745.300
1742,6401.000
1743,14927.900
1744,7022.400
1745,6741.100
1746,6254.000
1747,6590.900
1748,7729.800
1749,16625.900
1750,7865.600
1751,10289.300
1752,8662.100
1753,5344.900
1754,3800.400
1755,4008.900
1756,8388.100
1757,5047.000
1758,17767.500
1759,11607.100
1760,9630.500
1761,13652.600
1762,10859.400
1763,6529.100
1764,8820.500
1765,13809.100
1766,4301.900
1767,10707.500
1768,24905.700
1769,23159.600
1770,4680.300
1771,3484.300
1772,11387.400
1773,6540.700
1774,8093.100
1775,13919.000
1776,13104.400
1777,4954.100
1778,4978.500
1779,7855.700
1780,8268.200
1781,4667.700
1782,11002.800
1783,6084.200
1784,8521.600
1785,6334.600
1786,5945.500
1787,5351.900
1788,4042.000
1789,165659.900
1790,29899.500
1791,31719.500
1792,4895.900
1793,20868.600
1794,21783.300
1795,16609.300
1796,5344.400
1797,8039.800
1798,22264.200
1799,4834.700
1800,5194.300
1801,29613.700
1802,4925.600
1803,12291.900
1804,29730.400
1805,32820.200
1806,11393.000
1807,10556.000
1808,15406.900
1809,35031.700
1810,12049.500
1811,30223.500
1812,4591.400
1813,8332.100
1814,6917.900
1815,12020.900
1816,9116.800
1817,23773.300
1818,7146.400
1819,27092.100
1820,4175.200
1821,5002.000
1822,6793.800
1823,5418.100
1824,14788.200
1825,16477.900
1826,39922.500
1827,18712.300
1828,7358.200
1829,9528.100
1830,13738.900
1831,6020.500
1832,7070.900
1833,4686.800
1834,6511.400
1835,6537.700
1836,7553.100
1837,18447.700
1838,14768.900
1839,8984.200
1840,9022.700
1841,3830.800
1842,202141.000
1843,11500.800
1844,17916.900
1845,6328.200
1846,11620.900
1847,10286.300
1848,8401.500
1849,15518.100
1850,244369.500
1851,35516.400
1852,10343.700
1853,10590.000
1854,4298.100
1855,7704.300
1856,39873.500
1857,5377.800
1858,9463.500
1859,12891.400
1860,10232.300
1861,10986.200
1862,21745.300
1863,10091.800
1864,17045.500
1865,6438.500
1866,6856.400
1867,7650.200
1868,15691.300
1869,4240.000
