sample,rtt_us
548,76243.600
549,74627.100
550,75577.500
551,76613.700
552,75809.600
553,75870.000
554,77903.200
555,73420.000
556,76223.700
557,74685.300
558,77075.200
559,76648.600
560,76602.100
561,75386.700
562,75694.200
563,74962.100
564,76747.400
565,76292.300
566,78604.900
567,77260.300
568,75560.800
569,72314.300
570,76306.500
571,75771.100
572,78167.600
573,76361.000
574,72892.800
575,75789.400
576,75682.800
577,75304.400
578,77544.500
579,73725.000
580,76280.900
581,75542.000
582,75525.600
583,74594.400
584,75902.300
585,76180.800
586,75438.400
587,77398.000
588,74531.300
589,76413.800
590,74802.600
591,77367.400
592,76542.800
593,73902.200
594,76852.500
595,75488.300
596,75248.300
597,76672.600
598,77111.000
599,73186.700
600,77000.300
601,74717.100
602,77020.400
603,74710.200
604,76018.300
605,75025.100
606,76736.900
607,73614.700
608,79075.300
609,73466.800
610,74729.900
611,75927.600
612,75480.800
613,77755.000
614,74894.100
615,75245.500
616,76521.700
617,74625.400
618,74863.600
619,76084.900
620,78116.200
621,73985.800
622,76058.700
623,75065.200
624,76534.700
625,75290.500
626,75856.300
627,76465.800
628,75487.200
629,76561.400
630,75996.600
631,77709.800
632,76326.900
633,73524.100
634,75601.900
635,75202.600
636,75881.900
637,77103.200
638,76027.300
639,76234.100
640,77730.100
641,73425.600
642,76823.100
643,77523.000
644,75624.500
645,77731.800
646,73098.800
647,76981.300
648,74306.300
649,75203.600
650,75763.800
651,75661.600
652,76067.700
653,74425.700
654,76450.000
655,75876.800
656,76478.300
657,75199.600
658,77481.400
659,73074.900
660,74166.300
661,78704.600
662,74150.900
663,76683.000
664,74085.200
665,77125.100
666,76387.200
667,76165.200
668,78922.100
669,71407.600
670,76196.800
671,74576.700
672,76138.500
673,75469.100
674,76056.500
675,77541.100
676,75643.700
677,74946.800
678,76767.600
679,75628.600
680,74673.200
681,77170.200
682,75054.000
683,74975.000
684,76609.200
685,75420.600
686,76744.600
687,74897.400
688,76103.800
689,75334.200
690,74390.800
691,77251.200
692,74884.700
693,74791.000
694,75093.000
695,75540.900
696,77532.500
697,74671.300
698,77085.400
699,75327.300
700,75024.800
701,74109.700
702,77037.200
703,77317.200
704,75645.300
705,75277.800
706,79041.500
707,72270.200
708,210084.300
709,64560.000
710,74959.600
711,77907.700
712,73386.700
713,75183.800
714,76566.600
715,75651.800
716,76336.000
717,76264.700
718,76647.700
719,71855.800
720,77398.300
721,77088.400
722,75416.500
723,75886.600
724,76223.300
725,75388.800
726,75655.200
727,75243.700
728,75720.700
729,74387.900
730,75245.200
731,77120.100
732,74271.200
733,75074.700
734,77529.200
735,74919.600
736,77447.700
737,72669.600
738,75354.200
739,75782.400
740,76079.500
741,75400.500
742,76730.400
743,74925.500
744,79229.500
745,73951.100
746,76142.500
747,75721.900
748,76334.900
749,74276.500
750,77543.200
751,73850.900
752,73990.400
753,77231.200
754,74776.700
755,76220.000
756,76296.100
757,76956.800
758,73844.500
759,77076.000
760,76310.700
761,79631.100
762,71659.500
763,74153.000
764,76840.400
765,74147.000
766,76880.400
767,74626.400
768,76517.800
769,76613.200
770,74407.700
771,75124.400
772,75786.100
773,77440.000
774,72655.100
775,75578.500
776,75200.100
777,77190.500
778,76596.000
779,75404.400
780,77472.800
781,71886.300
782,74655.600
783,76818.500
784,77127.900
785,76979.100
786,78736.100
787,72990.800
788,75364.200
789,75613.800
790,76173.500
791,78832.100
792,73243.600
793,75253.600
794,75510.200
795,76457.100
796,76032.200
797,77545.600
798,73824.300
799,77372.100
800,75168.600
801,76189.100
802,75995.700
803,77406.300
804,75361.600
805,76466.100
806,75553.900
807,76483.500
808,76402.800
809,75035.900
810,76300.400
811,76790.300
812,74787.400
813,75121.800
814,75833.200
815,76299.900
816,74915.800
817,75766.500
818,76273.700
819,76171.000
820,78080.600
821,72690.500
822,76763.700
823,74448.500
824,75026.800
825,74054.700
826,78309.300
827,75054.500
828,74821.700
829,77636.600
830,76794.400
831,75425.500
832,76233.900
833,75010.600
834,74900.600
835,75355.000
836,76013.600
837,76399.200
838,74943.000
839,77053.000
840,74881.000
841,76286.000
842,76098.200
843,75228.200
844,76361.400
845,76047.500
846,75289.600
847,77696.100
848,75099.100
849,76179.500
850,76101.200
851,76219.400
852,74983.100
853,77429.300
854,75313.300
855,210096.100
856,82183.500
857,77226.400
858,76289.000
859,73227.600
860,75506.500
861,75511.400
862,73989.400
863,76218.900
864,286449.300
865,64976.500
866,76390.300
867,76032.200
868,75626.400
869,73957.300
870,77948.000
871,74701.100
872,75942.300
873,75810.600
874,75738.300
875,77483.700
876,76112.300
877,75579.200
878,75874.700
879,76883.500
880,75539.300
881,75728.100
882,74837.400
883,77637.700
884,75603.400
885,76806.000
886,75729.700
887,75514.300
888,75551.000
889,76871.900
890,75697.200
891,75074.200
892,75403.500
893,74157.000
894,77089.400
895,75050.900
896,75766.900
897,78473.400
898,73339.000
899,73648.900
900,76588.800
901,75488.200
